dateRep,day,month,year,cases,countriesAndTerritories
05/11/2021,5,11,2021,33745.0,Germany
06/11/2021,6,11,2021,23775.0,Germany
07/11/2021,7,11,2021,11876.0,Germany
08/11/2021,8,11,2021,24284.0,Germany
09/11/2021,9,11,2021,47159.0,Germany
10/11/2021,10,11,2021,50885.0,Germany
11/11/2021,11,11,2021,49782.0,Germany
12/11/2021,12,11,2021,46076.0,Germany
13/11/2021,13,11,2021,34030.0,Germany
14/11/2021,14,11,2021,19080.0,Germany
15/11/2021,15,11,2021,34596.0,Germany
16/11/2021,16,11,2021,63034.0,Germany
17/11/2021,17,11,2021,63206.0,Germany
18/11/2021,18,11,2021,61260.0,Germany
19/11/2021,19,11,2021,62524.0,Germany
20/11/2021,20,11,2021,42336.0,Germany
21/11/2021,21,11,2021,24779.0,Germany
22/11/2021,22,11,2021,46649.0,Germany
23/11/2021,23,11,2021,74534.0,Germany
24/11/2021,24,11,2021,75727.0,Germany
25/11/2021,25,11,2021,71914.0,Germany
26/11/2021,26,11,2021,64058.0,Germany
27/11/2021,27,11,2021,44929.0,Germany
28/11/2021,28,11,2021,25538.0,Germany
29/11/2021,29,11,2021,44392.0,Germany
30/11/2021,30,11,2021,73604.0,Germany
01/12/2021,1,12,2021,74018.0,Germany
02/12/2021,2,12,2021,68071.0,Germany
03/12/2021,3,12,2021,62554.0,Germany
04/12/2021,4,12,2021,42535.0,Germany
05/12/2021,5,12,2021,23100.0,Germany
06/12/2021,6,12,2021,42542.0,Germany
07/12/2021,7,12,2021,69332.0,Germany
08/12/2021,8,12,2021,67243.0,Germany
09/12/2021,9,12,2021,57716.0,Germany
10/12/2021,10,12,2021,51160.0,Germany
11/12/2021,11,12,2021,34673.0,Germany
12/12/2021,12,12,2021,15541.0,Germany
13/12/2021,13,12,2021,31614.0,Germany
14/12/2021,14,12,2021,60229.0,Germany
15/12/2021,15,12,2021,52436.0,Germany
16/12/2021,16,12,2021,47302.0,Germany
17/12/2021,17,12,2021,41265.0,Germany
18/12/2021,18,12,2021,28541.0,Germany
19/12/2021,19,12,2021,12228.0,Germany
20/12/2021,20,12,2021,26959.0,Germany
21/12/2021,21,12,2021,48281.0,Germany
22/12/2021,22,12,2021,40943.0,Germany
23/12/2021,23,12,2021,34993.0,Germany
24/12/2021,24,12,2021,21904.0,Germany
25/12/2021,25,12,2021,10429.0,Germany
26/12/2021,26,12,2021,10420.0,Germany
27/12/2021,27,12,2021,24489.0,Germany
28/12/2021,28,12,2021,43349.0,Germany
29/12/2021,29,12,2021,41683.0,Germany
30/12/2021,30,12,2021,41435.0,Germany
31/12/2021,31,12,2021,28972.0,Germany
01/01/2022,1,1,2022,14218.0,Germany
02/01/2022,2,1,2022,14556.0,Germany
03/01/2022,3,1,2022,35871.0,Germany
04/01/2022,4,1,2022,64487.0,Germany
05/01/2022,5,1,2022,64555.0,Germany
06/01/2022,6,1,2022,56392.0,Germany
07/01/2022,7,1,2022,56005.0,Germany
08/01/2022,8,1,2022,37056.0,Germany
09/01/2022,9,1,2022,23726.0,Germany
10/01/2022,10,1,2022,53771.0,Germany
11/01/2022,11,1,2022,86112.0,Germany
12/01/2022,12,1,2022,88463.0,Germany
13/01/2022,13,1,2022,84116.0,Germany
14/01/2022,14,1,2022,80793.0,Germany
15/01/2022,15,1,2022,57179.0,Germany
16/01/2022,16,1,2022,35653.0,Germany
17/01/2022,17,1,2022,82789.0,Germany
18/01/2022,18,1,2022,126760.0,Germany
19/01/2022,19,1,2022,140160.0,Germany
20/01/2022,20,1,2022,144436.0,Germany
21/01/2022,21,1,2022,143866.0,Germany
22/01/2022,22,1,2022,96055.0,Germany
23/01/2022,23,1,2022,61747.0,Germany
24/01/2022,24,1,2022,138967.0,Germany
25/01/2022,25,1,2022,193145.0,Germany
26/01/2022,26,1,2022,194247.0,Germany
27/01/2022,27,1,2022,198418.0,Germany
28/01/2022,28,1,2022,187248.0,Germany
29/01/2022,29,1,2022,123650.0,Germany
30/01/2022,30,1,2022,74091.0,Germany
31/01/2022,31,1,2022,158097.0,Germany
01/02/2022,1,2,2022,229859.0,Germany
02/02/2022,2,2,2022,238900.0,Germany
03/02/2022,3,2,2022,236260.0,Germany
04/02/2022,4,2,2022,209461.0,Germany
05/02/2022,5,2,2022,132911.0,Germany
06/02/2022,6,2,2022,82625.0,Germany
07/02/2022,7,2,2022,177846.0,Germany
08/02/2022,8,2,2022,250323.0,Germany
09/02/2022,9,2,2022,247156.0,Germany
10/02/2022,10,2,2022,229496.0,Germany
11/02/2022,11,2,2022,205850.0,Germany
12/02/2022,12,2,2022,121515.0,Germany
13/02/2022,13,2,2022,73808.0,Germany
14/02/2022,14,2,2022,158018.0,Germany
15/02/2022,15,2,2022,228589.0,Germany
16/02/2022,16,2,2022,229512.0,Germany
17/02/2022,17,2,2022,212512.0,Germany
18/02/2022,18,2,2022,177851.0,Germany
19/02/2022,19,2,2022,119048.0,Germany
20/02/2022,20,2,2022,63855.0,Germany
21/02/2022,21,2,2022,138853.0,Germany
22/02/2022,22,2,2022,218079.0,Germany
23/02/2022,23,2,2022,208047.0,Germany
24/02/2022,24,2,2022,189659.0,Germany
25/02/2022,25,2,2022,171163.0,Germany
26/02/2022,26,2,2022,108313.0,Germany
27/02/2022,27,2,2022,55191.0,Germany
28/02/2022,28,2,2022,127380.0,Germany
01/03/2022,1,3,2022,192655.0,Germany
02/03/2022,2,3,2022,203752.0,Germany
03/03/2022,3,3,2022,209556.0,Germany
04/03/2022,4,3,2022,187784.0,Germany
05/03/2022,5,3,2022,120091.0,Germany
06/03/2022,6,3,2022,78202.0,Germany
07/03/2022,7,3,2022,160579.0,Germany
08/03/2022,8,3,2022,235748.0,Germany
09/03/2022,9,3,2022,236563.0,Germany
10/03/2022,10,3,2022,176823.0,Germany
